year,tas,pr,gpp,npp,region,model,ln_gpp,ln_npp,pct_growth_gpp,pct_growth_npp
1850,21.05648928381081,1.0731334866260203,2.877472788715427,1.3811924671656428,Zimbabwe,ACCESS-ESM1-5,1.0569124049976586,0.3229472326856705,,
1851,21.41800568649268,0.8751484454775934,2.943564780449855,1.4026724757090059,Zimbabwe,ACCESS-ESM1-5,1.0796213572106643,0.33837932818624655,0.02270895221300573,0.01543209550057606
1852,21.18592623504528,1.1016152426892403,3.1708382143828597,1.5707859177008907,Zimbabwe,ACCESS-ESM1-5,1.1539959738770988,0.45157607863244204,0.07437461666643452,0.11319675044619548
1853,22.034107692451943,1.000100891409504,3.2598481337987697,1.5838258697962346,Zimbabwe,ACCESS-ESM1-5,1.1816806095692105,0.45984335666521825,0.02768463569211166,0.008267278032776215
1854,20.557022940051368,1.4076961650794115,3.569058144852324,1.8418624510486021,Zimbabwe,ACCESS-ESM1-5,1.27230173601228,0.6107772613470684,0.09062112644306941,0.1509339046818502
1855,21.18383109330845,1.1056736751610972,3.771674987033682,1.9111467035324032,Zimbabwe,ACCESS-ESM1-5,1.3275191964336095,0.6477034302511383,0.05521746042132958,0.036926168904069856
1856,21.54283858328127,1.096072797773741,3.746196856591408,1.8661883564959802,Zimbabwe,ACCESS-ESM1-5,1.320741153786731,0.623898038647094,-0.006778042646878424,-0.023805391604044268
1857,20.90376293317885,1.204444544180598,3.461354456868442,1.7296211300136053,Zimbabwe,ACCESS-ESM1-5,1.2416599739912324,0.5479023845335519,-0.07908117979549867,-0.07599565411354214
1858,21.853633381564602,1.142564986469336,3.6563033615837233,1.7837074690655481,Zimbabwe,ACCESS-ESM1-5,1.2964526265127183,0.5786940459734478,0.05479265252148591,0.030791661439895868
1859,21.771671464793283,1.2576771663835808,3.6218516588554386,1.7672562695497611,Zimbabwe,ACCESS-ESM1-5,1.2869854030331864,0.5694282136929978,-0.009467223479531883,-0.00926583228044997
1860,21.401396758356295,1.1976126010521364,2.8926169812085334,1.3463138111220365,Zimbabwe,ACCESS-ESM1-5,1.0621616222094854,0.29737034752730057,-0.22482378082370102,-0.2720578661656972
1861,21.31699220964866,0.9616401373172022,3.4895717538599516,1.7345058844747099,Zimbabwe,ACCESS-ESM1-5,1.249779022054875,0.5507225800276835,0.1876173998453896,0.2533522325003829
1862,22.037569689953845,0.7570375275396467,3.4644345839823094,1.6694301741986237,Zimbabwe,ACCESS-ESM1-5,1.2425494401008035,0.5124823551475276,-0.007229581954071529,-0.03824022488015588
1863,21.74777054811965,1.1563355519724858,3.1949780550131464,1.5384431135540868,Zimbabwe,ACCESS-ESM1-5,1.1615802192654234,0.43077093983089554,-0.08096922083538005,-0.08171141531663206
1864,21.25385498593228,1.3334055499572264,3.6494211173569426,1.8438890314977483,Zimbabwe,ACCESS-ESM1-5,1.2945685570320107,0.6118769451770675,0.13298833776658725,0.18110600534617194
